month,order_date,order_num,quantity,order_status,sup_name,reseller_state,gst_amount,end_customer_state,gst_rate,meesho_price,net_commission,commission_gst,shipping_charges_total,gst,taxable_shipping,shipping_gst_18_percent,tcs_taxable_amount,end_customer_state_new,financial_year,supplier_id,AMT
null,10/3/2024,732426,1,Cancelled,Streets Shopping,Punjab,0,Punjab,5,0,0,0,0,0,-10.47619048,-1.885714286,0,PUNJAB,2025,1014070,0
null,9/17/2024,675023,1,Cancelled,Streets Shopping,Andhra Pradesh,0,Andhra Pradesh,5,0,0,0,0,0,-18.0952381,-3.257142857,0,ANDHRA PRADESH,2025,1014070,0
2/1/2025,2/1/2025,117215,1,Delivered,Streets Shopping,Bihar,11.42857143,Bihar,5,240,0,0,0,1.05,55.23809524,9.942857143,228.5714286,BIHAR,2025,1014070,228.5714286
2/1/2025,2/1/2025,117279,1,rto,Streets Shopping,Maharashtra,11.76190476,Maharashtra,5,247,0,0,0,1.05,55.23809524,9.942857143,235.2380952,MAHARASHTRA,2025,1014070,235.2380952
2/1/2025,2/18/2025,123146,1,rto,Streets Shopping,Maharashtra,11.80952381,Maharashtra,5,248,0,0,0,1.05,49.52380952,8.914285714,225.7142857,MAHARASHTRA,2025,1014070,225.7142857
null,2/16/2025,122531,1,Cancelled,Streets Shopping,Tamil Nadu,18.80952381,Tamil Nadu,5,395,0,0,0,1.05,66.66666667,12,376.1904762,TAMIL NADU,2025,1014070,376.1904762
2/1/2025,2/22/2025,124764,1,Delivered,Streets Shopping,Jharkhand,11.71428571,Jharkhand,5,246,0,0,0,1.05,58.0952381,10.45714286,234.2857143,JHARKHAND,2025,1014070,234.2857143
2/1/2025,2/26/2025,126268,1,Shipped,Streets Shopping,Tripura,38.57142857,Tripura,12,360,0,0,0,1.12,66.96428571,12.05357143,321.4285714,TRIPURA,2025,1014070,321.4285714
3/1/2025,2/28/2025,126971,1,Shipped,Streets Shopping,Assam,19.52380952,Assam,5,410,0,0,0,1.05,77.14285714,13.88571429,390.4761905,ASSAM,2025,1014070,390.4761905
null,9/4/2024,628314,1,Cancelled,Streets Shopping,Delhi,0,Delhi,5,0,0,0,0,0,-17.14285714,-3.085714286,0,DELHI,2025,1014070,0
null,10/14/2024,774196,1,Cancelled,Streets Shopping,Chandigarh,0,Chandigarh,5,0,0,0,0,0,-23.80952381,-4.285714286,0,UTTAR PRADESH,2025,1014070,0
2/1/2025,2/2/2025,117688,1,Return,Streets Shopping,Karnataka,10.9047619,Karnataka,5,229,0,0,0,1.05,40.95238095,7.371428571,201.9047619,KARNATAKA,2025,1014070,201.9047619
2/1/2025,2/18/2025,123303,1,Delivered,Streets Shopping,Bihar,23.61904762,Bihar,5,496,0,0,0,1.05,78.0952381,14.05714286,472.3809524,BIHAR,2025,1014070,472.3809524
null,9/28/2024,716114,1,Cancelled,Streets Shopping,West Bengal,0,West Bengal,5,0,0,0,0,0,-18.0952381,-3.257142857,0,TELANGANA,2025,1014070,0
2/1/2025,2/16/2025,122643,1,Delivered,Streets Shopping,Odisha,11.42857143,Odisha,5,240,0,0,0,1.05,55.23809524,9.942857143,228.5714286,ODISHA,2025,1014070,228.5714286
2/1/2025,2/17/2025,123015,1,Delivered,Streets Shopping,Maharashtra,11.42857143,Maharashtra,5,240,0,0,0,1.05,55.23809524,9.942857143,228.5714286,MAHARASHTRA,2025,1014070,228.5714286
null,11/23/2024,918055,1,Cancelled,Streets Shopping,Rajasthan,0,Rajasthan,5,0,0,0,0,0,-23.80952381,-4.285714286,0,RAJASTHAN,2025,1014070,0
2/1/2025,2/25/2025,125921,1,Exchange,Streets Shopping,Uttar Pradesh,10.42857143,Uttar Pradesh,5,219,0,0,0,1.05,30.47619048,5.485714286,183.8095238,UTTAR PRADESH,2025,1014070,183.8095238
2/1/2025,2/7/2025,119339,1,Delivered,Streets Shopping,Delhi,11.61904762,Delhi,5,244,0,0,0,1.05,32.38095238,5.828571429,210.4761905,UTTAR PRADESH,2025,1014070,210.4761905
null,10/16/2024,780234,1,Cancelled,Streets Shopping,Madhya Pradesh,0,Madhya Pradesh,5,0,0,0,0,0,-17.14285714,-3.085714286,0,CHHATTISGARH,2025,1014070,0
2/1/2025,2/8/2025,119646,1,Delivered,Streets Shopping,Bihar,12.38095238,Bihar,5,260,0,0,0,1.05,55.23809524,9.942857143,247.6190476,BIHAR,2025,1014070,247.6190476
null,2/18/2025,123152,1,Cancelled,Streets Shopping,Maharashtra,18.80952381,Maharashtra,5,395,0,0,0,1.05,62.85714286,11.31428571,376.1904762,MAHARASHTRA,2025,1014070,376.1904762
null,11/15/2024,889663,1,Cancelled,Streets Shopping,Jharkhand,0,Jharkhand,5,0,0,0,0,0,-17.14285714,-3.085714286,0,JHARKHAND,2025,1014070,0
2/1/2025,2/12/2025,121302,1,Return,Streets Shopping,Madhya Pradesh,11.76190476,Madhya Pradesh,5,247,0,0,0,1.05,38.0952381,6.857142857,216.1904762,MADHYA PRADESH,2025,1014070,216.1904762
null,9/6/2024,636858,1,Cancelled,Streets Shopping,West Bengal,0,West Bengal,5,0,0,0,0,0,-8.571428571,-1.542857143,0,WEST BENGAL,2025,1014070,0
null,10/4/2024,736304,1,Cancelled,Streets Shopping,Karnataka,0,Karnataka,5,0,0,0,0,0,-14.28571429,-2.571428571,0,KARNATAKA,2025,1014070,0
2/1/2025,2/11/2025,120909,1,Delivered,Streets Shopping,Uttarakhand,11.9047619,Uttarakhand,5,250,0,0,0,1.05,42.85714286,7.714285714,220.952381,UTTARAKHAND,2025,1014070,220.952381
2/1/2025,2/27/2025,126606,1,Shipped,Streets Shopping,Haryana,15.42857143,Haryana,5,324,0,0,0,1.05,61.9047619,11.14285714,308.5714286,HARYANA,2025,1014070,308.5714286
null,10/23/2024,804950,1,Cancelled,Streets Shopping,West Bengal,0,West Bengal,5,0,0,0,0,0,-15.23809524,-2.742857143,0,WEST BENGAL,2025,1014070,0
2/1/2025,2/16/2025,122690,1,Return,Streets Shopping,Madhya Pradesh,11.9047619,Madhya Pradesh,5,250,0,0,0,1.05,49.52380952,8.914285714,227.6190476,MADHYA PRADESH,2025,1014070,227.6190476
null,9/3/2024,624922,1,Cancelled,Streets Shopping,Delhi,0,Delhi,5,0,0,0,0,0,-17.14285714,-3.085714286,0,DELHI,2025,1014070,0
2/1/2025,2/5/2025,118535,1,Exchange,Streets Shopping,Odisha,11.66666667,Odisha,5,245,0,0,0,1.05,38.0952381,6.857142857,216.1904762,ODISHA,2025,1014070,216.1904762
null,11/1/2024,838863,1,Cancelled,Streets Shopping,Chhattisgarh,0,Chhattisgarh,5,0,0,0,0,0,-17.14285714,-3.085714286,0,CHHATTISGARH,2025,1014070,0
2/1/2025,2/14/2025,121938,1,Delivered,Streets Shopping,West Bengal,11.80952381,West Bengal,5,248,0,0,0,1.05,60,10.8,236.1904762,WEST BENGAL,2025,1014070,236.1904762
2/1/2025,2/5/2025,118428,1,Delivered,Streets Shopping,Madhya Pradesh,11.66666667,Madhya Pradesh,5,245,0,0,0,1.05,38.0952381,6.857142857,216.1904762,MADHYA PRADESH,2025,1014070,216.1904762
2/1/2025,2/2/2025,117504,1,Delivered,Streets Shopping,Karnataka,17.28571429,Karnataka,5,363,0,0,0,1.05,63.80952381,11.48571429,345.7142857,KARNATAKA,2025,1014070,345.7142857
null,2/12/2025,121144,1,Cancelled,Streets Shopping,Haryana,13.71428571,Haryana,5,288,0,0,0,1.05,45.71428571,8.228571429,265.7142857,HARYANA,2025,1014070,265.7142857
2/1/2025,2/20/2025,124075,1,Delivered,Streets Shopping,Chhattisgarh,11.42857143,Chhattisgarh,5,240,0,0,0,1.05,55.23809524,9.942857143,228.5714286,CHHATTISGARH,2025,1014070,228.5714286
2/1/2025,2/3/2025,118006,1,Delivered,Streets Shopping,Uttar Pradesh,12,Uttar Pradesh,5,252,0,0,0,1.05,45.71428571,8.228571429,230.4761905,UTTAR PRADESH,2025,1014070,230.4761905
2/1/2025,2/19/2025,123692,1,Delivered,Streets Shopping,Maharashtra,11.42857143,Maharashtra,5,240,0,0,0,1.05,55.23809524,9.942857143,228.5714286,MAHARASHTRA,2025,1014070,228.5714286
2/1/2025,2/15/2025,122255,1,Delivered,Streets Shopping,Tripura,15,Tripura,5,315,0,0,0,1.05,55.23809524,9.942857143,300,TRIPURA,2025,1014070,300
null,10/25/2024,813980,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-8.571428571,-1.542857143,0,UTTAR PRADESH,2025,1014070,0
null,2/22/2025,124785,1,Cancelled,Streets Shopping,Bihar,11.80952381,Bihar,5,248,0,0,0,1.05,58.0952381,10.45714286,236.1904762,BIHAR,2025,1014070,236.1904762
2/1/2025,2/5/2025,118598,1,Return,Streets Shopping,Maharashtra,11.85714286,Maharashtra,5,249,0,0,0,1.05,40.95238095,7.371428571,220.952381,MAHARASHTRA,2025,1014070,220.952381
null,11/18/2024,900643,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-8.571428571,-1.542857143,0,UTTAR PRADESH,2025,1014070,0
2/1/2025,2/21/2025,124499,1,Shipped,Streets Shopping,Bihar,12.38095238,Bihar,5,260,0,0,0,1.05,55.23809524,9.942857143,247.6190476,BIHAR,2025,1014070,247.6190476
2/1/2025,2/10/2025,120362,1,rto,Streets Shopping,Rajasthan,10.66666667,Rajasthan,5,224,0,0,0,1.05,46.66666667,8.4,204.7619048,RAJASTHAN,2025,1014070,204.7619048
2/1/2025,2/27/2025,126748,1,Shipped,Streets Shopping,Maharashtra,37.07142857,Maharashtra,12,346,0,0,0,1.12,53.57142857,9.642857143,308.9285714,MAHARASHTRA,2025,1014070,308.9285714
2/1/2025,2/11/2025,120933,1,Delivered,Streets Shopping,Tamil Nadu,11.61904762,Tamil Nadu,5,244,0,0,0,1.05,57.14285714,10.28571429,232.3809524,TAMIL NADU,2025,1014070,232.3809524
null,9/3/2024,624259,1,Cancelled,Streets Shopping,Rajasthan,0,Rajasthan,5,0,0,0,0,0,-23.80952381,-4.285714286,0,RAJASTHAN,2025,1014070,0
2/1/2025,2/11/2025,120764,1,Delivered,Streets Shopping,West Bengal,12.04761905,West Bengal,5,253,0,0,0,1.05,52.38095238,9.428571429,230.4761905,WEST BENGAL,2025,1014070,230.4761905
2/1/2025,2/2/2025,117601,1,Cancelled,Streets Shopping,Bihar,16.38095238,Bihar,5,344,0,0,0,1.05,55.23809524,9.942857143,327.6190476,BIHAR,2025,1014070,327.6190476
null,2/20/2025,123929,1,Cancelled,Streets Shopping,Uttar Pradesh,11.80952381,Uttar Pradesh,5,248,0,0,0,1.05,51.42857143,9.257142857,229.5238095,UTTAR PRADESH,2025,1014070,229.5238095
2/1/2025,2/25/2025,125996,1,Shipped,Streets Shopping,Gujarat,11.66666667,Gujarat,5,245,0,0,0,1.05,55.23809524,9.942857143,233.3333333,GUJARAT,2025,1014070,233.3333333
2/1/2025,2/25/2025,125691,1,Delivered,Streets Shopping,Punjab,11.66666667,Punjab,5,245,0,0,0,1.05,31.42857143,5.657142857,209.5238095,PUNJAB,2025,1014070,209.5238095
2/1/2025,2/8/2025,119660,1,Delivered,Streets Shopping,West Bengal,11.80952381,West Bengal,5,248,0,0,0,1.05,60,10.8,236.1904762,WEST BENGAL,2025,1014070,236.1904762
null,11/2/2024,841542,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-11.42857143,-2.057142857,0,UTTAR PRADESH,2025,1014070,0
2/1/2025,2/16/2025,122646,1,Delivered,Streets Shopping,Maharashtra,15,Maharashtra,5,315,0,0,0,1.05,55.23809524,9.942857143,300,MAHARASHTRA,2025,1014070,300
2/1/2025,2/16/2025,122408,1,Return,Streets Shopping,Karnataka,11.66666667,Karnataka,5,245,0,0,0,1.05,55.23809524,9.942857143,233.3333333,KARNATAKA,2025,1014070,233.3333333
null,10/9/2024,756147,1,Cancelled,Streets Shopping,Karnataka,0,Karnataka,5,0,0,0,0,0,-5.714285714,-1.028571429,0,KARNATAKA,2025,1014070,0
2/1/2025,2/16/2025,122600,1,Delivered,Streets Shopping,Madhya Pradesh,11.9047619,Madhya Pradesh,5,250,0,0,0,1.05,60,10.8,238.0952381,MADHYA PRADESH,2025,1014070,238.0952381
2/1/2025,2/12/2025,121102,1,Delivered,Streets Shopping,Uttar Pradesh,11.61904762,Uttar Pradesh,5,244,0,0,0,1.05,30.47619048,5.485714286,207.6190476,UTTAR PRADESH,2025,1014070,207.6190476
2/1/2025,2/15/2025,122156,1,Delivered,Streets Shopping,Chhattisgarh,11.80952381,Chhattisgarh,5,248,0,0,0,1.05,60,10.8,236.1904762,CHHATTISGARH,2025,1014070,236.1904762
2/1/2025,2/27/2025,126747,1,Shipped,Streets Shopping,West Bengal,11.9047619,West Bengal,5,250,0,0,0,1.05,43.80952381,7.885714286,221.9047619,WEST BENGAL,2025,1014070,221.9047619
2/1/2025,2/25/2025,125794,1,Shipped,Streets Shopping,Karnataka,23.61904762,Karnataka,5,496,0,0,0,1.05,51.42857143,9.257142857,445.7142857,KARNATAKA,2025,1014070,445.7142857
2/1/2025,2/21/2025,124445,1,Delivered,Streets Shopping,Chhattisgarh,11.66666667,Chhattisgarh,5,245,0,0,0,1.05,55.23809524,9.942857143,233.3333333,CHHATTISGARH,2025,1014070,233.3333333
null,9/26/2024,708980,1,Cancelled,Streets Shopping,Maharashtra,0,Maharashtra,5,0,0,0,0,0,-14.28571429,-2.571428571,0,MAHARASHTRA,2025,1014070,0
2/1/2025,2/14/2025,122023,1,Delivered,Streets Shopping,Odisha,12.38095238,Odisha,5,260,0,0,0,1.05,55.23809524,9.942857143,247.6190476,ODISHA,2025,1014070,247.6190476
2/1/2025,2/11/2025,120809,1,Delivered,Streets Shopping,Rajasthan,11.9047619,Rajasthan,5,250,0,0,0,1.05,49.52380952,8.914285714,227.6190476,RAJASTHAN,2025,1014070,227.6190476
2/1/2025,2/17/2025,122940,1,Return,Streets Shopping,West Bengal,12.04761905,West Bengal,5,253,0,0,0,1.05,52.38095238,9.428571429,230.4761905,WEST BENGAL,2025,1014070,230.4761905
2/1/2025,2/17/2025,122994,1,Delivered,Streets Shopping,Madhya Pradesh,11.9047619,Madhya Pradesh,5,250,0,0,0,1.05,49.52380952,8.914285714,227.6190476,MADHYA PRADESH,2025,1014070,227.6190476
null,9/3/2024,625106,1,Cancelled,Streets Shopping,Rajasthan,0,Rajasthan,5,0,0,0,0,0,-23.80952381,-4.285714286,0,RAJASTHAN,2025,1014070,0
2/1/2025,2/14/2025,121904,1,Delivered,Streets Shopping,Tripura,11.42857143,Tripura,5,240,0,0,0,1.05,55.23809524,9.942857143,228.5714286,TRIPURA,2025,1014070,228.5714286
2/1/2025,2/14/2025,121933,1,Return,Streets Shopping,Madhya Pradesh,11.42857143,Madhya Pradesh,5,240,0,0,0,1.05,55.23809524,9.942857143,228.5714286,MADHYA PRADESH,2025,1014070,228.5714286
2/1/2025,2/13/2025,121580,1,Exchange,Streets Shopping,Maharashtra,11.9047619,Maharashtra,5,250,0,0,0,1.05,60,10.8,238.0952381,MAHARASHTRA,2025,1014070,238.0952381
null,11/4/2024,849300,1,Cancelled,Streets Shopping,Maharashtra,0,Maharashtra,5,0,0,0,0,0,-17.14285714,-3.085714286,0,MAHARASHTRA,2025,1014070,0
2/1/2025,2/12/2025,121088,1,Return,Streets Shopping,Gujarat,12.04761905,Gujarat,5,253,0,0,0,1.05,51.42857143,9.257142857,229.5238095,GUJARAT,2025,1014070,229.5238095
2/1/2025,2/17/2025,122961,1,Delivered,Streets Shopping,Chhattisgarh,15,Chhattisgarh,5,315,0,0,0,1.05,55.23809524,9.942857143,300,CHHATTISGARH,2025,1014070,300
2/1/2025,2/5/2025,118744,1,Return,Streets Shopping,Madhya Pradesh,11.66666667,Madhya Pradesh,5,245,0,0,0,1.05,55.23809524,9.942857143,233.3333333,MADHYA PRADESH,2025,1014070,233.3333333
2/1/2025,2/2/2025,117568,1,Delivered,Streets Shopping,Maharashtra,10.57142857,Maharashtra,5,222,0,0,0,1.05,55.23809524,9.942857143,211.4285714,MAHARASHTRA,2025,1014070,211.4285714
2/1/2025,2/16/2025,122708,1,Return,Streets Shopping,Uttar Pradesh,11.42857143,Uttar Pradesh,5,240,0,0,0,1.05,46.66666667,8.4,220,UTTAR PRADESH,2025,1014070,220
2/1/2025,2/14/2025,121821,1,rto,Streets Shopping,Gujarat,23.57142857,Gujarat,5,495,0,0,0,1.05,77.14285714,13.88571429,471.4285714,GUJARAT,2025,1014070,471.4285714
null,11/13/2024,881099,1,Cancelled,Streets Shopping,Haryana,0,Haryana,5,0,0,0,0,0,-17.14285714,-3.085714286,0,HARYANA,2025,1014070,0
2/1/2025,2/24/2025,125519,1,Shipped,Streets Shopping,Maharashtra,10.04761905,Maharashtra,5,211,0,0,0,1.05,55.23809524,9.942857143,200.952381,MAHARASHTRA,2025,1014070,200.952381
null,10/25/2024,813984,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-8.571428571,-1.542857143,0,UTTAR PRADESH,2025,1014070,0
2/1/2025,2/7/2025,119461,1,Delivered,Streets Shopping,Madhya Pradesh,16.28571429,Madhya Pradesh,5,342,0,0,0,1.05,53.33333333,9.6,325.7142857,MADHYA PRADESH,2025,1014070,325.7142857
null,9/11/2024,653133,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-11.42857143,-2.057142857,0,UTTAR PRADESH,2025,1014070,0
2/1/2025,2/25/2025,125819,1,Delivered,Streets Shopping,Uttar Pradesh,13.95238095,Uttar Pradesh,5,293,0,0,0,1.05,55.23809524,9.942857143,276.1904762,UTTAR PRADESH,2025,1014070,276.1904762
2/1/2025,2/16/2025,122715,1,Delivered,Streets Shopping,Haryana,11.9047619,Haryana,5,250,0,0,0,1.05,45.71428571,8.228571429,223.8095238,HARYANA,2025,1014070,223.8095238
null,2/23/2025,125171,1,Cancelled,Streets Shopping,Gujarat,18.42857143,Gujarat,5,387,0,0,0,1.05,55.23809524,9.942857143,368.5714286,GUJARAT,2025,1014070,368.5714286
2/1/2025,2/5/2025,118678,1,Return,Streets Shopping,Karnataka,11.76190476,Karnataka,5,247,0,0,0,1.05,40.95238095,7.371428571,219.047619,KARNATAKA,2025,1014070,219.047619
2/1/2025,2/12/2025,121071,1,Delivered,Streets Shopping,Maharashtra,11.80952381,Maharashtra,5,248,0,0,0,1.05,60,10.8,236.1904762,MAHARASHTRA,2025,1014070,236.1904762
2/1/2025,2/16/2025,122629,1,rto,Streets Shopping,Gujarat,11.9047619,Gujarat,5,250,0,0,0,1.05,60,10.8,238.0952381,GUJARAT,2025,1014070,238.0952381
2/1/2025,2/27/2025,126592,1,Shipped,Streets Shopping,Maharashtra,10.66666667,Maharashtra,5,224,0,0,0,1.05,37.14285714,6.685714286,195.2380952,MAHARASHTRA,2025,1014070,195.2380952
null,11/8/2024,863016,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-11.42857143,-2.057142857,0,UTTAR PRADESH,2025,1014070,0
2/1/2025,2/16/2025,122596,1,Delivered,Streets Shopping,Karnataka,12.38095238,Karnataka,5,260,0,0,0,1.05,55.23809524,9.942857143,247.6190476,KARNATAKA,2025,1014070,247.6190476
null,2/23/2025,125061,1,Cancelled,Streets Shopping,Odisha,13.71428571,Odisha,5,288,0,0,0,1.05,61.9047619,11.14285714,274.2857143,ODISHA,2025,1014070,274.2857143
2/1/2025,2/23/2025,125114,1,Delivered,Streets Shopping,Andhra Pradesh,40.17857143,Andhra Pradesh,12,375,0,0,0,1.12,51.78571429,9.321428571,334.8214286,ANDHRA PRADESH,2025,1014070,334.8214286
null,11/25/2024,925887,1,Cancelled,Streets Shopping,Maharashtra,0,Maharashtra,5,0,0,0,0,0,-15.23809524,-2.742857143,0,MAHARASHTRA,2025,1014070,0
2/1/2025,2/19/2025,123655,1,Exchange,Streets Shopping,Chhattisgarh,11.9047619,Chhattisgarh,5,250,0,0,0,1.05,49.52380952,8.914285714,227.6190476,CHHATTISGARH,2025,1014070,227.6190476
2/1/2025,2/18/2025,123142,1,Delivered,Streets Shopping,Uttar Pradesh,11.76190476,Uttar Pradesh,5,247,0,0,0,1.05,48.57142857,8.742857143,228.5714286,UTTAR PRADESH,2025,1014070,228.5714286
2/1/2025,2/19/2025,123596,1,Delivered,Streets Shopping,Chhattisgarh,17.14285714,Chhattisgarh,5,360,0,0,0,1.05,63.80952381,11.48571429,342.8571429,CHHATTISGARH,2025,1014070,342.8571429
2/1/2025,2/22/2025,124916,1,Return,Streets Shopping,Maharashtra,18.52380952,Maharashtra,5,389,0,0,0,1.05,41.9047619,7.542857143,355.2380952,MAHARASHTRA,2025,1014070,355.2380952
null,10/23/2024,803839,1,Cancelled,Streets Shopping,West Bengal,0,West Bengal,5,0,0,0,0,0,-15.23809524,-2.742857143,0,WEST BENGAL,2025,1014070,0
null,9/3/2024,625101,1,Cancelled,Streets Shopping,Rajasthan,0,Rajasthan,5,0,0,0,0,0,-23.80952381,-4.285714286,0,RAJASTHAN,2025,1014070,0
null,10/8/2024,751591,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-8.571428571,-1.542857143,0,UTTAR PRADESH,2025,1014070,0
null,11/24/2024,922478,1,Cancelled,Streets Shopping,Maharashtra,0,Maharashtra,5,0,0,0,0,0,-21.9047619,-3.942857143,0,MAHARASHTRA,2025,1014070,0
2/1/2025,2/17/2025,123100,1,Delivered,Streets Shopping,Maharashtra,11.76190476,Maharashtra,5,247,0,0,0,1.05,40,7.2,218.0952381,MAHARASHTRA,2025,1014070,218.0952381
null,9/16/2024,672469,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-6.666666667,-1.2,0,UTTAR PRADESH,2025,1014070,0
null,2/17/2025,122961,1,Cancelled,Streets Shopping,Rajasthan,17.76190476,Rajasthan,5,373,0,0,0,1.05,45.71428571,8.228571429,345.7142857,RAJASTHAN,2025,1014070,345.7142857
null,2/15/2025,122338,1,Cancelled,Streets Shopping,Maharashtra,12.04761905,Maharashtra,5,253,0,0,0,1.05,62.85714286,11.31428571,240.952381,MAHARASHTRA,2025,1014070,240.952381
null,9/5/2024,632210,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-8.571428571,-1.542857143,0,UTTAR PRADESH,2025,1014070,0
2/1/2025,2/15/2025,122090,1,Return,Streets Shopping,Telangana,11.85714286,Telangana,5,249,0,0,0,1.05,40,7.2,220,WEST BENGAL,2025,1014070,220
null,10/13/2024,770789,1,Cancelled,Streets Shopping,Punjab,0,Punjab,5,0,0,0,0,0,-11.42857143,-2.057142857,0,PUNJAB,2025,1014070,0
null,11/20/2024,907094,1,Cancelled,Streets Shopping,Maharashtra,0,Maharashtra,5,0,0,0,0,0,-17.14285714,-3.085714286,0,MAHARASHTRA,2025,1014070,0
2/1/2025,2/3/2025,117947,1,Exchange,Streets Shopping,Goa,11.76190476,Goa,5,247,0,0,0,1.05,55.23809524,9.942857143,235.2380952,GOA,2025,1014070,235.2380952
2/1/2025,2/1/2025,117097,1,Delivered,Streets Shopping,West Bengal,11.85714286,West Bengal,5,249,0,0,0,1.05,57.14285714,10.28571429,237.1428571,WEST BENGAL,2025,1014070,237.1428571
null,2/15/2025,122289,1,Cancelled,Streets Shopping,Karnataka,11.80952381,Karnataka,5,248,0,0,0,1.05,60,10.8,236.1904762,KARNATAKA,2025,1014070,236.1904762
null,9/29/2024,718464,1,Cancelled,Streets Shopping,Karnataka,0,Karnataka,5,0,0,0,0,0,-17.14285714,-3.085714286,0,KARNATAKA,2025,1014070,0
null,10/29/2024,827324,1,Cancelled,Streets Shopping,Karnataka,0,Karnataka,5,0,0,0,0,0,-15.23809524,-2.742857143,0,KARNATAKA,2025,1014070,0
null,11/14/2024,886409,1,Cancelled,Streets Shopping,Uttarakhand,0,Uttarakhand,5,0,0,0,0,0,-10.47619048,-1.885714286,0,UTTARAKHAND,2025,1014070,0
2/1/2025,2/12/2025,121115,1,Delivered,Streets Shopping,Maharashtra,12.04761905,Maharashtra,5,253,0,0,0,1.05,62.85714286,11.31428571,240.952381,MAHARASHTRA,2025,1014070,240.952381
2/1/2025,2/11/2025,120779,1,Return,Streets Shopping,Delhi,11.76190476,Delhi,5,247,0,0,0,1.05,30.47619048,5.485714286,210.4761905,DELHI,2025,1014070,210.4761905
null,10/17/2024,782667,1,Cancelled,Streets Shopping,Haryana,0,Haryana,5,0,0,0,0,0,-28.57142857,-5.142857143,0,HARYANA,2025,1014070,0
3/1/2025,2/28/2025,126992,1,Shipped,Streets Shopping,Uttar Pradesh,11.66666667,Uttar Pradesh,5,245,0,0,0,1.05,44.76190476,8.057142857,222.8571429,UTTAR PRADESH,2025,1014070,222.8571429
null,9/18/2024,679213,1,Cancelled,Streets Shopping,Maharashtra,0,Maharashtra,5,0,0,0,0,0,-17.14285714,-3.085714286,0,MAHARASHTRA,2025,1014070,0
null,10/9/2024,754691,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-6.666666667,-1.2,0,UTTAR PRADESH,2025,1014070,0
2/1/2025,2/10/2025,120347,1,Delivered,Streets Shopping,Maharashtra,17.85714286,Maharashtra,5,375,0,0,0,1.05,55.23809524,9.942857143,357.1428571,MAHARASHTRA,2025,1014070,357.1428571
2/1/2025,2/22/2025,124830,1,Delivered,Streets Shopping,Nagaland,12.76190476,Nagaland,5,268,0,0,0,1.05,77.14285714,13.88571429,255.2380952,NAGALAND,2025,1014070,255.2380952
null,9/3/2024,624271,1,Cancelled,Streets Shopping,Rajasthan,0,Rajasthan,5,0,0,0,0,0,-23.80952381,-4.285714286,0,RAJASTHAN,2025,1014070,0
2/1/2025,2/3/2025,117945,1,Return,Streets Shopping,Odisha,11.66666667,Odisha,5,245,0,0,0,1.05,38.0952381,6.857142857,216.1904762,ODISHA,2025,1014070,216.1904762
2/1/2025,2/27/2025,126609,1,Shipped,Streets Shopping,West Bengal,11.66666667,West Bengal,5,245,0,0,0,1.05,55.23809524,9.942857143,233.3333333,WEST BENGAL,2025,1014070,233.3333333
2/1/2025,2/18/2025,123394,1,Delivered,Streets Shopping,Maharashtra,11.9047619,Maharashtra,5,250,0,0,0,1.05,49.52380952,8.914285714,227.6190476,MAHARASHTRA,2025,1014070,227.6190476
null,11/3/2024,845591,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-14.28571429,-2.571428571,0,UTTAR PRADESH,2025,1014070,0
null,9/3/2024,624273,1,Cancelled,Streets Shopping,Rajasthan,0,Rajasthan,5,0,0,0,0,0,-23.80952381,-4.285714286,0,RAJASTHAN,2025,1014070,0
2/1/2025,2/9/2025,120181,1,Delivered,Streets Shopping,Odisha,19,Odisha,5,399,0,0,0,1.05,63.80952381,11.48571429,380,ODISHA,2025,1014070,380
null,10/22/2024,802084,1,Cancelled,Streets Shopping,Gujarat,0,Gujarat,5,0,0,0,0,0,-17.14285714,-3.085714286,0,GUJARAT,2025,1014070,0
null,9/19/2024,683427,1,Cancelled,Streets Shopping,Uttar Pradesh,0,Uttar Pradesh,5,0,0,0,0,0,-8.571428571,-1.542857143,0,UTTAR PRADESH,2025,1014070,0
null,10/10/2024,758655,1,Cancelled,Streets Shopping,Karnataka,0,Karnataka,5,0,0,0,0,0,-1.904761905,-0.342857143,0,KARNATAKA,2025,1014070,0
